playcount,name,tags,similar_artists
3,Itamar Assumpção,"mpb, brasil, brazilian, brazil, brazilian music","JARDS MACALÉ, Jorge Mautner, Arrigo Barnabé, Sérgio Sampaio, Anelis Assumpção, Luiz Melodia, Tom Zé, Gilberto Gil, Milton Nascimento, Metá Metá"
3,Jack Nitzsche,"Soundtrack, instrumental, surf rock, classic rock, 70s","The Challengers, The Surfaris, David Hess, The Lively Ones, The Marketts, Dick Dale, Jerry Goldsmith, John Barry, The Centurions, The Fireballs"
3,Jaga Jazzist,"jazz, electronic, nu jazz, ninja tune, instrumental","Skalpel, Xploding Plastix, Hidden Orchestra, Nils Petter Molvær, The Cinematic Orchestra, Jazzanova, Bugge Wesseltoft, Medeski, Martin and Wood, Flanger, Esbjörn Svensson Trio"
3,James Clarke,"instrumental, funk, soul, jazz, northern soul","David Lindup, Steve Gray, Guy Pedersen, Johnny Hawksworth, Duncan Lamont, Simon Haseley, Alan Tew, Mike Vickers, Gert Wilden & Orchestra, Mike Moran"
3,Jonathan Wilson,"seen live, folk, singer-songwriter, psychedelic, folk-rock","Cass McCombs, Kevin Morby, Israel Nash Gripka, Ryley Walker, Bill Fay, Phosphorescent, Damien Jurado, John Grant, Jim James, Father John Misty"
3,Joni Mitchell,"folk, singer-songwriter, female vocalists, Canadian, acoustic","Laura Nyro, Kate Bush, Carole King, Rickie Lee Jones, Judee Sill, Fiona Apple, Joanna Newsom, Judy Collins, Carly Simon, Tori Amos"
3,Juan Pablo Torres y Algo Nuevo,"funk, cuban, cuba, afrobeat, instrumental","Grupo Monumental, Los 5-U-4, Combo Tiempos Nuevos, Los Tainos, Los Reyes '73, Ricardo Eddy Martinez, Mirtha Y Raul, Grupo Los Yoyi, Orquestra Riverside, Síntesis"
3,King Geedorah,"Hip-Hop, underground hip-hop, mf doom, hip hop, rap","Viktor Vaughn, MF DOOM, DANGERDOOM, JJ DOOM, Madvillain, Quasimoto, KMD, NehruvianDOOM, Czarface, Metal Fingers"
3,Laurie Anderson,"experimental, Avant-Garde, electronic, female vocalists, spoken word","Brian Eno & David Byrne, Yoko Ono, Meredith Monk, Nico, The Residents, John Cale, David Sylvian, Tuxedomoon, Arthur Russell, Brian Eno"
3,Linval Thompson,"reggae, dub, roots reggae, roots, Rasta","Barry Brown, Johnny Clarke, Johnny Osbourne, Cornell Campbell, Twinkle Brothers, Dennis Brown, Horace Andy, Don Carlos, Jacob Miller, Leroy Smart"
3,Lucky Soul,"indie pop, female vocalists, indie, british, pop","The School, The Pipettes, The Postmarks, Camera Obscura, Saint Etienne, Sambassadeur, Rose Elinor Dougall, Allo Darlin', Club 8, Slow Club"
3,Maria Medalha,"Bossa Nova, brasil, mpb, brazilian, 70s","Wanda Sà, Sérgio Ricardo, Sérgio Mendes Trio, Toquinho e Vinicius, Roberto Menescal E Seu Conjunto, Edú Lobo, Wanda Sá, Alaíde Costa, Dóris Monteiro, Ginga Trio"
3,Meat Puppets,"Grunge, alternative, alternative rock, punk, rock","Mudhoney, Hüsker Dü, Dinosaur Jr., Minutemen, fIREHOSE, Wipers, Butthole Surfers, Screaming Trees, The Jesus Lizard, Sebadoh"
3,MF Doom [The Very Best of MF Doom CD2],"Hip-Hop, underground hip-hop, rap, hip hop, mf doom","Viktor Vaughn, Madvillain, King Geedorah, DANGERDOOM, JJ DOOM, KMD, Quasimoto, NehruvianDOOM, Earl Sweatshirt, Czarface"
3,Natalie Prass,"indie, seen live, female vocalists, americana, singer-songwriter","Eleanor Friedberger, Half Waif, Caroline Rose, Lucy Dacus, Neko Case, Dirty Projectors, Waxahatchee, AdriAnne Lenker, Virginia Wing, Wye Oak"
3,Nino Nardini/Roger Roger,jazz,"Alan Parker/Williams Parrish, Nino Nardini & Roger Roger, Synthesizers Unlimited, Nino Nardini & The Pop Riviera Group, Eddie Warner, Roger Roger, Alan Parker/William Parrish, Anton Valotti, Anthony King, John Saunders"
3,Oingo Boingo,"new wave, 80s, rock, alternative, pop","Devo, Wall of Voodoo, Adam Ant, The B-52's, The Fixx, Missing Persons, The Buggles, Thompson Twins, Men at Work, The Go-Go's"
3,Os Originais Do Samba,"samba, brasil, brazilian, mpb, brazil","Jorge Aragão, Grupo Fundo De Quintal, Jorge Ben, Martinho Da Vila, Beth Carvalho, Wilson Simonal, Bezerra da Silva, João Nogueira, Dona Ivone Lara, Paulinho Da Viola"
3,Otis Redding,"soul, rhythm and blues, blues, 60s, oldies","Otis Redding & Carla Thomas, Wilson Pickett, Sam Cooke, Sam & Dave, Percy Sledge, Solomon Burke, Al Green, Jackie Wilson, James Brown, Carla Thomas"
3,Otto,"manguebeat, brazilian, mpb, brasil, chillout","Nação Zumbi, Academia da Berlinda, Mombojó, Eddie, Mundo Livre S/A, Chico Science & Nação Zumbi, Cordel do Fogo Encantado, Curumin, Baiana System, Wado"
3,Pacific Gas & Electric,"classic rock, rock, 70s, blues rock, Soundtrack","George Baker Selection, Savoy Brown, Smith, Grand Funk Railroad, Dave Dee, Dozy, Beaky, Mick & Tich, Humble Pie, James Gang, Stealers Wheel, Free, Jack Nitzsche"
3,Pepeu Gomes,"mpb, brazilian, brasil, guitar, Bahia","Baby Do Brasil, Gilberto Gil, Sandra De Sá, Marina Lima, Erasmo Carlos, Caetano Veloso, Amelinha, Ney Matogrosso, Fagner, Guilherme Arantes"
3,Rincon Sapiência,"seen live, rap, Rap Nacional, brazil, brazilian","Emicida, DJONGA, Drik Barbosa, Criolo, Baco Exu do Blues, Don L, Sabotage, Rashid, Black Alien, Flora Matos"
3,Run-D.M.C.,"Hip-Hop, rap, old school, hip hop, 80s","Grandmaster Flash and the Furious Five, Whodini, LL Cool J, Eric B. & Rakim, Boogie Down Productions, EPMD, Public Enemy, Kurtis Blow, Big Daddy Kane, The Sugarhill Gang"
3,Sally Shapiro,"electronic, synthpop, Italo Disco, swedish, female vocalists","Parallels, Annie, Glass Candy, Saint Etienne, Anoraak, Marsheaux, Nite Jewel, Junior Boys, Little Boots, The Golden Filter"
3,Sara Não Tem Nome,"brazil, folk, Lo-Fi, dream pop, lo fi","Cidade Dormitório, Ventilador de Teto, Tuyo, YUNG BUDA, Adorável Clichê, Abacaxepa, Mafius, Ana Frango elétrico, Plutão Já Foi Planeta, johnny goth"
3,Serafina Steer,"folk, harp, seen live, female vocalists, singer-songwriter","Nancy Elizabeth, Rachael Dadd, Beth Jeans Houghton & The Hooves Of Destiny, Beth Jeans Houghton, Mary Epworth, Essie Jain, Blue Roses, Mara Carlyle, Mary Hampton, Martha Tilston"
3,Silva,"brazilian, mpb, indie, alternative, singer-songwriter","Mahmundi, Johnny Hooker, Rubel, Marcelo Jeneci, Tulipa Ruiz, Mallu Magalhães, Jaloo, Castello Branco, Alice Caymmi, Cícero"
3,Suba,"brazilian, electronic, chillout, downtempo, acid jazz","Da Lata, Bebel Gilberto, Boozoo Bajou, Dzihan & Kamien, Tosca, Koop, Cibelle, Talvin Singh, Mo' Horizons, St. Germain"
3,Supergrass,"britpop, indie, rock, british, alternative","Ocean Colour Scene, Super Furry Animals, The Bluetones, Gaz Coombes, The Charlatans, Blur, Pulp, Shed Seven, Dodgy, Ash"
3,The Doors,"classic rock, Psychedelic Rock, rock, psychedelic, 60s","Jim Morrison, Jefferson Airplane, The Jimi Hendrix Experience, Led Zeppelin, The Rolling Stones, Pink Floyd, Cream, Jimi Hendrix, Creedence Clearwater Revival, The Beatles"
3,The Electric Soft Parade,"indie, seen live, indie rock, rock, britpop","Brakes, Doves, Super Furry Animals, The Charlatans, The Bluetones, Young Knives, The Coral, Shed Seven, Idlewild, Supergrass"
3,The New Pornographers,"indie, indie rock, seen live, Canadian, indie pop","A.C. Newman, Destroyer, Wolf Parade, Spoon, Stars, The Shins, Ted Leo and the Pharmacists, Sloan, Broken Social Scene, The Decemberists"
3,The Police,"rock, classic rock, 80s, new wave, pop","Sting, The Cars, Men at Work, U2, Tears for Fears, Frankie Goes to Hollywood, The Pretenders, The Who, Dire Straits, Duran Duran"
3,The Red Hot Chili Peppers,"rock, alternative rock, alternative, Funk Rock, funk","John Frusciante, Foo Fighters, Audioslave, Rage Against the Machine, Jane's Addiction, Pearl Jam, Stone Temple Pilots, Incubus, Soundgarden, Queens of the Stone Age"
3,The Strokes,"indie rock, rock, indie, alternative, alternative rock","Julian Casablancas, Albert Hammond, Jr., Arctic Monkeys, Julian Casablancas + The Voidz, The Last Shadow Puppets, Cage the Elephant, Interpol, Alex Turner, The Libertines, Vampire Weekend"
3,These New Puritans,"post-punk, indie, seen live, new rave, british","Clinic, Wild Beasts, The Twilight Sad, Liars, Klaxons, Algiers, The Horrors, Thom Yorke, Stephen Malkmus, Yeasayer"
3,Wild Beasts,"seen live, indie rock, indie, british, indie pop","The Maccabees, Everything Everything, Teleman, Yeasayer, Django Django, Hayden Thorpe, These New Puritans, British Sea Power, Mystery Jets, Field Music"
3,Wilson Simonal,"samba, mpb, brazilian, brasil, brazil",
3,Wire,"post-punk, punk, new wave, alternative, Post punk","Gang of Four, Magazine, Mission of Burma, Colin Newman, Swell Maps, Public Image Ltd., The Fall, Pere Ubu, Television, Minutemen"
3,Yo La Tengo,"indie, indie rock, seen live, alternative, indie pop","Pavement, Built to Spill, Galaxie 500, Wilco, Silver Jews, Deerhunter, Stephen Malkmus and the Jicks, Destroyer, Stereolab, Guided by Voices"
2,Ana Cañas,"mpb, female vocalists, brazilian, brasil, jazz","Roberta Sá, Tulipa Ruiz, Céu, Tiê, Zélia Duncan, Vanessa da Mata, Roberta Campos, Alice Caymmi, Adriana Calcanhotto, Mariana Aydar"
2,Antsy Pants,"indie, anti-folk, Lo-Fi, alternative, twee","Kimya Dawson, Mateo Messina, Barry Louis Polisar, The Moldy Peaches, Camera Obscura, Adam Green, Cat Power, Little Joy, Architecture in Helsinki, Belle and Sebastian"
2,April March,"female vocalists, french, indie, indie pop, pop","Brigitte Bardot, Stereo Total, France Gall, Françoise Hardy, Keren Ann, Jacqueline Taïeb, Fabienne DelSol, Jacques Dutronc, Charlotte Gainsbourg, Dressy Bessy"
2,Basement Jaxx,"electronic, dance, House, seen live, electronica","Groove Armada, Armand van Helden, Mylo, Les Rythmes Digitales, Audio Bullys, The Supermen Lovers, Fatboy Slim, Faithless, Junior Jack, Shapeshifters"
2,Bassída,,"Ida Nielsen, fDeluxe, Shelby J., Nik West, Slapbak, Mo' Blow, Mingo Fishtrap, Ric Alexander & Levi Seacer Jr., N'Dambi, Doug Johns"
2,Beach House,"dream pop, seen live, indie pop, indie, Lo-Fi","Alvvays, Slowdive, Wild Nothing, Melody's Echo Chamber, Cocteau Twins, Craft Spells, Beach Fossils, My Bloody Valentine, Deerhunter, Mazzy Star"
2,Beastie Boys,"Hip-Hop, rap, alternative, hip hop, seen live","Public Enemy, Run-D.M.C., Cypress Hill, A Tribe Called Quest, De La Soul, House of Pain, Eric B. & Rakim, Boogie Down Productions, LL Cool J, N.W.A"
2,Besouro Mulher,Alternativo,"Sophia Chablau e Uma Enorme Perda de Tempo, Olympyc, Chico Bernardes, Concê, Naná Vasconcelos e Itamar Assumpção, Nomade Orquestra, Supervão, Aguaceiro, Bruna Mendez, Troco em Bala"
2,Big Star,"power pop, rock, 70s, classic rock, pop","Chris Bell, Alex Chilton, Teenage Fanclub, Todd Rundgren, Badfinger, The dB's, Elvis Costello & The Attractions, The Posies, The Byrds, The Kinks"
2,Bixiga 70,"afrobeat, instrumental, funk, brazilian, world","Aláfia, The Souljazz Orchestra, Curumin, Nômade Orquestra, Banda Black Rio, Di Melo, Fela Kuti, Ebo Taylor, Tony Allen, Macaco Bong"
2,Black Lips,"seen live, Garage Rock, Garage Punk, indie, garage","The King Khan & BBQ Show, Dead Ghosts, Nobunny, Jacuzzi Boys, together PANGEA, King Tuff, Ty Segall, Bass Drum of Death, Jay Reatard, King Khan & The Shrines"
2,Black Rebel Motorcycle Club,"rock, indie rock, indie, seen live, alternative rock","The Black Angels, 22-20s, The Kills, Band of Skulls, Kasabian, The Dandy Warhols, The Vines, Blood Red Shoes, The Dead Weather, The Raconteurs"
2,Blind Faith,"classic rock, blues rock, rock, 60s, blues","Traffic, Derek and the Dominos, Cream, Ten Years After, The Allman Brothers Band, Eric Clapton, The Yardbirds, John Mayall & The Bluesbreakers, Free, Humble Pie"
2,Blood Orange,"chillwave, indie, seen live, rnb, alternative rnb","Solange, Kelela, Frank Ocean, The Internet, Toro y Moi, Kevin Abstract, Tei Shi, Kilo Kish, Daniel Caesar, SZA"
2,bloody carambola,,
2,Blouse,"dream pop, shoegaze, indie, indie pop, female vocalists","Craft Spells, Porcelain Raft, Tamaryn, Frankie Rose, Widowspeak, Wild Nothing, Seapony, Minks, Lotus Plaza, Still Corners"
2,Buddy Holly,"rockabilly, Rock and Roll, 50s, oldies, rock","The Crickets, Eddie Cochran, Buddy Holly & The Crickets, Carl Perkins, The Everly Brothers, Little Richard, Jerry Lee Lewis, Ricky Nelson, Chuck Berry, Gene Vincent"
2,Cab Calloway,"jazz, swing, Big Band, blues, oldies","Fats Waller, Cab Calloway & His Orchestra, Chick Webb, Fletcher Henderson, Lionel Hampton, Benny Goodman, Artie Shaw, Jimmie Lunceford, Count Basie, Louis Jordan"
2,Caetano Veloso & Gal Costa,"Bossa Nova, brazilian, brazil, tropicalia, mpb","Doces Bárbaros, Chico Buarque & Maria Bethânia, Baden Powell & Vinícius De Moraes, Rogério Duprat, Toots Thielemans & Elis Regina, Gilberto Gil & Jorge Ben, Caetano Veloso & Chico Buarque, Tom Jobim & Elis Regina, Gilberto Gil & Caetano Veloso, Elis Regina & Antonio Carlos Jobim"
2,Caetano Veloso & Gilberto Gil,"mpb, Bossa Nova, brazilian, brasil, tropicalia","Caetano Veloso, Gilberto Gil, Maria Bethânia, Ney Matogrosso, Gal Costa, Djavan, Gal Costa & Caetano Veloso, Chico Buarque, Lenine, Tom Zé"
2,Café Tacuba,"latin, mexico, alternative rock, rock, rock en español","Caifanes, Jaguares, Zoé, El Gran Silencio, Fobia, Los Fabulosos Cadillacs, Panteón Rococó, Plastilina Mosh, La Gusana Ciega, Kinky"
2,Carlos Dafé,"soul, mpb, Silvio Passos, Wilson Seixas, BEto Juara","Gerson King Combo, Marku Ribas, Dom Salvador e Abolição, Brylho, Tony & Frankye, Helio Matheus, Trio Ternura, Banda União Black, Silvio Cesar, Cassiano"
2,Cesar Camargo Mariano,"jazz, Bossa Nova, mpb, samba, piano","Robson Jorge & Lincoln Olivetti, Guinga, Meirelles E Os Copa 5, Paulo Moura, Tenorio JR, Trio 3D, Som Três, Milton Banana Trio, Sambalanço Trio, Johnny Alf"
2,Chet Baker,"jazz, trumpet, cool jazz, vocal jazz, blues","Chet Baker Quartet, Bill Evans, Stan Getz, Gerry Mulligan, Bill Evans Trio, Billie Holiday, Miles Davis, Miles Davis Quintet, Paul Desmond, Cannonball Adderley"
2,Cult of Luna,"Sludge, Post-Metal, doom metal, Progressive metal, post-rock","Isis, Rosetta, Amenra, Cult Of Luna & Julie Christmas, Neurosis, Mouth of the Architect, The Ocean, Pelican, Callisto, Year of No Light"
2,Daniel Johnston,"Lo-Fi, singer-songwriter, indie, folk, outsider","The Microphones, Car Seat Headrest, Mount Eerie, Beat Happening, Neutral Milk Hotel, Half Japanese, Silver Jews, Jandek, Sparklehorse, Smog"
2,"Dave Dee, Dozy, Beaky, Mick & Titch","60s, classic rock, oldies, british, pop","The Tremeloes, Herman's Hermits, Peter & Gordon, The Hollies, The Searchers, Manfred Mann, Tommy Roe, The Fortunes, Sandie Shaw, Gerry & The Pacemakers"
2,David Lindup,"funk, Soundtrack, library music, acid jazz, Library","Steve Gray, James Clarke, Guy Pedersen, Johnny Hawksworth, Kenny Salmon, Simon Haseley, Mike Moran, Duncan Lamont, Alan Tew, Mike Vickers"
2,Deadline,"punk, punk rock, Oi, seen live, street punk","The Business, Cock Sparrer, Discipline, Perkele, Booze & Glory, Evil Conduct, Guttermouth, Oxymoron, The 4-Skins, Cockney Rejects"
2,Destroyer,"indie, seen live, indie rock, Canadian, singer-songwriter","The New Pornographers, Swan Lake, Sunset Rubdown, Wolf Parade, Broken Social Scene, Silver Jews, Yo La Tengo, Deerhunter, Girls, A.C. Newman"
2,Dick Annegarn,"french, chanson francaise, singer-songwriter, dutch, chanson francophone","Laurent Voulzy, Alain Bashung, Claude Nougaro, Alexis HK, Eddy Mitchell, Mathieu Boogaerts, Têtes Raides, Michel Legrand, Thomas Fersen, Jean-Louis Murat"
2,Django Reinhardt,"jazz, swing, gypsy jazz, guitar, jazz guitar","Stéphane Grappelli, Biréli Lagrène, Charlie Christian, Sidney Bechet, Django Reinhardt & Stéphane Grappelli, Count Basie, The Rosenberg Trio, Benny Goodman, Coleman Hawkins, Billie Holiday"
2,"Domino, Fats","blues, rhythm and blues, rock n roll, oldies, Rock and Roll","Jerry Lee Lewis, Gene Vincent, Bill Haley & His Comets, Little Richard, Eddie Cochran, Carl Perkins, Big Joe Turner, The Crickets, The Everly Brothers, Buddy Holly"
2,Elizeth Cardoso,"samba, Bossa Nova, mpb, brazilian, brasil","Nana Caymmi, Nara Leão, Paulinho Da Viola, Doris Monteiro, Dorival Caymmi, Clara Nunes, João Gilberto, Maria Creuza, Elis Regina, Sylvia Telles"
2,Ella Fitzgerald,"jazz, female vocalists, blues, swing, jazz vocal","Ella Fitzgerald & Louis Armstrong, Billie Holiday, Sarah Vaughan, Peggy Lee, Louis Armstrong, Nat King Cole, Dinah Washington, Frank Sinatra, Anita O'Day, Julie London"
2,Elliott Smith,"singer-songwriter, indie, folk, acoustic, indie rock","Heatmiser, Bright Eyes, Nick Drake, Sparklehorse, Sufjan Stevens, Conor Oberst, Jackson C. Frank, Sun Kil Moon, Built to Spill, Red House Painters"
2,Elza Soares,"samba, brazilian, female vocalists, Bossa Nova, brasil","Maria Bethânia, Gal Costa, Céu, Alice Caymmi, Anelis Assumpção, Caetano Veloso, Ney Matogrosso, Tulipa Ruiz, Gilberto Gil, Elis Regina"
2,EOB,"ambient, radiohead, black metal, UK, solo","Hollie Kenniff, Foxes in Fiction, Hammock, The Sight Below, Grouper, Seefeel, Giles Corey, Mint Julep, Thom Yorke, Matt Berninger"
2,Erasmo Carlos,"mpb, Jovem Guarda, rock, brazilian, brazil","Roberto Carlos, Luiz Melodia, Gilberto Gil, Tom Zé, Sérgio Sampaio, JARDS MACALÉ, Caetano Veloso, Paulinho Da Viola, Fagner, Belchior"
2,Evandro do Bandolim,"brazil, brasil, brazilian, choro, spotify","Canhotinho, Grupo Vou Vivendo, Nilze Carvalho, Tôco Preto, Evandro Do Bandolim E Seu Regional, Choro das 3, Panorama do Choro, Altamiro Carrilho, Waldir Azevedo, Zé Barbeiro"
2,Evinha,"brazilian, Jovem Guarda, brasil, world, female vocalists","Claudia, Elis Regina, Edu Lobo, Marcos Valle, Joyce, Luiz Melodia, Walter Franco, Elizeth Cardoso, Arthur Verocai, Nara Leão"
2,Fantastic Plastic Machine,"electronic, japanese, lounge, shibuya-kei, electronica","Pizzicato Five, Freetempo, Towa Tei, Capsule, Mondo Grosso, Cornelius, Flipper's Guitar, Shinichi Osawa, カヒミ・カリィ, Plus-Tech Squeeze Box"
2,Far From Alaska,"Stoner Rock, rock, alternative rock, brazilian, female vocalists","Scalene, Supercombo, Ego Kill Talent, Fresno, Medulla, Vivendo do Ócio, Plutão Já Foi Planeta, Vespas Mandarinas, Violet Soda, Maglore"
2,Faust,"krautrock, experimental, Progressive rock, psychedelic, Avant-Garde","Can, Neu!, Amon Düül II, Cluster, Popol Vuh, Harmonia, Guru Guru, Ash Ra Tempel, La Düsseldorf, Agitation Free"
2,Flora Purim,"jazz, brazilian, Bossa Nova, female vocalists, latin","Airto Moreira, João Donato, Moacir Santos, Hermeto Pascoal, Marcos Valle, Eumir Deodato, Airto, Azymuth, Joyce, Arthur Verocai"
2,fun.,"indie pop, indie, alternative, pop, rock","Nate Ruess, The Format, Bleachers, Neon Trees, Grouplove, Walk the Moon, Jukebox the Ghost, AJR, A Great Big World, Bastille"
2,Gang of Four,"post-punk, new wave, punk, 80s, indie","Wire, Mission of Burma, The Pop Group, Public Image Ltd., Magazine, Television, Minutemen, The Sound, Pere Ubu, Au Pairs"
2,Geraldo Azevedo,"mpb, brasil, brazilian, pernambuco, brazil","Elba Ramalho, Alceu Valença, Fagner, Zé Ramalho, Gilberto Gil, Gonzaguinha, Belchior, Maria Bethânia, Chico César, Djavan"
2,Glenn Gould,"Classical, piano, baroque, Bach, Canadian","Maurizio Pollini, Sviatoslav Richter, András Schiff, Martha Argerich, Vladimir Horowitz, Arthur Rubinstein, Alfred Brendel, Murray Perahia, Wilhelm Kempff, Emerson String Quartet"
2,Gorka Benitez,"iberian jazz, Jazz from Catalonia","Jordi Matas Organic Trio, Raynald Colom, Giulia Valle Group, Llibert Fortuny, Horacio Fumero, Phil Grenadier, Perico Sambeat, Lluís Coloma, Llibert Fortuny Electric Quintet, Gorka Benítez"
2,Hailu Mergia,"jazz, african, ethiopia, ethio-jazz, funk","Mulatu Astatke, Dorothy Ashby, Emahoy Tsegué-Maryam Guèbrou, Alice Coltrane, Kamaal Williams, Hailu Mergia and the Walias, Yussef Kamaal, Idris Muhammad, Jeff Parker, Sun Ra"
